,Unnamed: 0,id,wm_yr_wk,sell_price,date
101,101,FOODS_1_012_CA_2_validation,,,
102,102,FOODS_1_012_CA_3_validation,,,
103,103,FOODS_1_012_CA_4_validation,,,
104,104,FOODS_1_012_TX_1_validation,,,
105,105,FOODS_1_012_TX_2_validation,,,
106,106,FOODS_1_012_TX_3_validation,,,
107,107,FOODS_1_012_WI_1_validation,,,
108,108,FOODS_1_012_WI_2_validation,,,
109,109,FOODS_1_012_WI_3_validation,,,
110,110,FOODS_1_013_CA_1_validation,11347.0,1.471595744680849,1387234800.0
111,111,FOODS_1_013_CA_2_validation,11347.0,1.470709219858154,1387234800.0
112,112,FOODS_1_013_CA_3_validation,11347.0,1.4668439716312043,1387234800.0
113,113,FOODS_1_013_CA_4_validation,11402.0,1.4886222222222207,1392073200.0
114,114,FOODS_1_013_TX_1_validation,11348.0,1.4715302491103182,1387839600.0
115,115,FOODS_1_013_TX_2_validation,11347.0,1.4714539007092178,1387234800.0
116,116,FOODS_1_013_TX_3_validation,11347.0,1.468120567375884,1387234800.0
117,117,FOODS_1_013_WI_1_validation,11347.0,1.4715248226950333,1387234800.0
118,118,FOODS_1_013_WI_2_validation,11347.0,1.4714539007092178,1387234800.0
119,119,FOODS_1_013_WI_3_validation,11347.0,1.4689361702127641,1387234800.0
120,120,FOODS_1_014_CA_1_validation,,,
121,121,FOODS_1_014_CA_2_validation,,,
122,122,FOODS_1_014_CA_3_validation,,,
123,123,FOODS_1_014_CA_4_validation,11503.0,0.9800000000000012,1424127600.0
124,124,FOODS_1_014_TX_1_validation,11418.0,0.979999999999997,1401750000.0
125,125,FOODS_1_014_TX_2_validation,11417.0,0.979999999999997,1401145200.0
126,126,FOODS_1_014_TX_3_validation,11418.0,0.979999999999997,1401750000.0
127,127,FOODS_1_014_WI_1_validation,11420.0,0.979999999999997,1402959600.0
128,128,FOODS_1_014_WI_2_validation,11421.0,0.9799999999999972,1403564400.0
129,129,FOODS_1_014_WI_3_validation,11420.0,0.979999999999997,1402959600.0
130,130,FOODS_1_015_CA_1_validation,11349.0,3.207071428571439,1388444400.0
131,131,FOODS_1_015_CA_2_validation,,,
132,132,FOODS_1_015_CA_3_validation,,,
133,133,FOODS_1_015_CA_4_validation,,,
134,134,FOODS_1_015_TX_1_validation,,,
135,135,FOODS_1_015_TX_2_validation,,,
136,136,FOODS_1_015_TX_3_validation,,,
137,137,FOODS_1_015_WI_1_validation,,,
138,138,FOODS_1_015_WI_2_validation,,,
139,139,FOODS_1_015_WI_3_validation,,,
140,140,FOODS_1_016_CA_1_validation,11347.0,2.074113475177304,1387234800.0
141,141,FOODS_1_016_CA_2_validation,11347.0,2.074042553191488,1387234800.0
142,142,FOODS_1_016_CA_3_validation,11347.0,2.074113475177304,1387234800.0
143,143,FOODS_1_016_CA_4_validation,,,
144,144,FOODS_1_016_TX_1_validation,11347.0,2.074113475177304,1387234800.0
145,145,FOODS_1_016_TX_2_validation,,,
146,146,FOODS_1_016_TX_3_validation,11347.0,2.073191489361701,1387234800.0
147,147,FOODS_1_016_WI_1_validation,11347.0,2.074113475177304,1387234800.0
148,148,FOODS_1_016_WI_2_validation,11347.0,2.074113475177304,1387234800.0
149,149,FOODS_1_016_WI_3_validation,11347.0,2.069219858156028,1387234800.0
150,150,FOODS_1_017_CA_1_validation,11403.0,2.3604464285714317,1392678000.0
151,151,FOODS_1_017_CA_2_validation,11402.0,2.3623555555555593,1392073200.0
152,152,FOODS_1_017_CA_3_validation,11403.0,2.284821428571434,1392678000.0
153,153,FOODS_1_017_CA_4_validation,11403.0,2.3656250000000045,1392678000.0
154,154,FOODS_1_017_TX_1_validation,11403.0,2.3310267857142897,1392678000.0
155,155,FOODS_1_017_TX_2_validation,11403.0,2.3120089285714323,1392678000.0
156,156,FOODS_1_017_TX_3_validation,11404.0,2.3145945945945985,1393282800.0
157,157,FOODS_1_017_WI_1_validation,11403.0,2.3604464285714317,1392678000.0
158,158,FOODS_1_017_WI_2_validation,11403.0,2.463125000000008,1392678000.0
159,159,FOODS_1_017_WI_3_validation,11403.0,2.3756053811659235,1392678000.0
160,160,FOODS_1_018_CA_1_validation,11347.0,0.9813475177304936,1387234800.0
161,161,FOODS_1_018_CA_2_validation,11347.0,0.9814893617021251,1387234800.0
162,162,FOODS_1_018_CA_3_validation,11347.0,0.9813475177304936,1387234800.0
163,163,FOODS_1_018_CA_4_validation,11347.0,0.9813475177304936,1387234800.0
164,164,FOODS_1_018_TX_1_validation,11347.0,0.9660283687943236,1387234800.0
165,165,FOODS_1_018_TX_2_validation,11347.0,0.9450354609929056,1387234800.0
166,166,FOODS_1_018_TX_3_validation,11347.0,0.9660283687943236,1387234800.0
167,167,FOODS_1_018_WI_1_validation,11347.0,0.9813475177304936,1387234800.0
168,168,FOODS_1_018_WI_2_validation,11347.0,0.9813475177304936,1387234800.0
169,169,FOODS_1_018_WI_3_validation,11347.0,0.9814184397163094,1387234800.0
170,170,FOODS_1_019_CA_1_validation,11347.0,1.0474113475177376,1387234800.0
171,171,FOODS_1_019_CA_2_validation,11347.0,1.0470212765957516,1387234800.0
172,172,FOODS_1_019_CA_3_validation,11347.0,1.0032978723404238,1387234800.0
173,173,FOODS_1_019_CA_4_validation,11347.0,1.0474113475177376,1387234800.0
174,174,FOODS_1_019_TX_1_validation,11347.0,1.0478014184397233,1387234800.0
175,175,FOODS_1_019_TX_2_validation,11347.0,1.0474113475177376,1387234800.0
176,176,FOODS_1_019_TX_3_validation,11347.0,1.0470212765957516,1387234800.0
177,177,FOODS_1_019_WI_1_validation,11347.0,0.9853191489361698,1387234800.0
178,178,FOODS_1_019_WI_2_validation,11347.0,0.9849290780141844,1387234800.0
179,179,FOODS_1_019_WI_3_validation,11347.0,0.986737588652482,1387234800.0
180,180,FOODS_1_020_CA_1_validation,11347.0,2.6551063829787114,1387234800.0
181,181,FOODS_1_020_CA_2_validation,11347.0,2.654468085106371,1387234800.0
182,182,FOODS_1_020_CA_3_validation,11347.0,2.5802836879432545,1387234800.0
183,183,FOODS_1_020_CA_4_validation,11347.0,2.654468085106371,1387234800.0
184,184,FOODS_1_020_TX_1_validation,11347.0,2.6460992907801297,1387234800.0
185,185,FOODS_1_020_TX_2_validation,11347.0,2.654468085106371,1387234800.0
186,186,FOODS_1_020_TX_3_validation,11347.0,2.6519858156028246,1387234800.0
187,187,FOODS_1_020_WI_1_validation,11347.0,2.654468085106371,1387234800.0
188,188,FOODS_1_020_WI_2_validation,11347.0,2.663404255319137,1387234800.0
189,189,FOODS_1_020_WI_3_validation,11347.0,2.654468085106371,1387234800.0
190,190,FOODS_1_021_CA_1_validation,11451.0,0.9799999999999984,1421708400.0
191,191,FOODS_1_021_CA_2_validation,11450.0,0.9799999999999984,1421103600.0
192,192,FOODS_1_021_CA_3_validation,11451.0,0.9799999999999984,1421708400.0
193,193,FOODS_1_021_CA_4_validation,11451.0,0.9799999999999984,1421708400.0
194,194,FOODS_1_021_TX_1_validation,11449.0,0.9638636363636356,1420498800.0
195,195,FOODS_1_021_TX_2_validation,11449.0,0.9640909090909088,1420498800.0
196,196,FOODS_1_021_TX_3_validation,,,
197,197,FOODS_1_021_WI_1_validation,11449.0,0.9799999999999984,1420498800.0
198,198,FOODS_1_021_WI_2_validation,11449.0,0.9799999999999984,1420498800.0
199,199,FOODS_1_021_WI_3_validation,11450.0,0.9799999999999984,1421103600.0
200,200,FOODS_1_022_CA_1_validation,,,
201,201,FOODS_1_022_CA_2_validation,11412.0,4.744835680751166,1398121200.0
202,202,FOODS_1_022_CA_3_validation,,,
203,203,FOODS_1_022_CA_4_validation,,,
204,204,FOODS_1_022_TX_1_validation,11429.0,5.357653061224479,1408402800.0
205,205,FOODS_1_022_TX_2_validation,11429.0,5.358622448979582,1408402800.0
206,206,FOODS_1_022_TX_3_validation,11429.0,5.354030612244887,1408402800.0
207,207,FOODS_1_022_WI_1_validation,,,
208,208,FOODS_1_022_WI_2_validation,,,
209,209,FOODS_1_022_WI_3_validation,,,
210,210,FOODS_1_023_CA_1_validation,,,
211,211,FOODS_1_023_CA_2_validation,,,
212,212,FOODS_1_023_CA_3_validation,,,
213,213,FOODS_1_023_CA_4_validation,,,
214,214,FOODS_1_023_TX_1_validation,,,
215,215,FOODS_1_023_TX_2_validation,,,
216,216,FOODS_1_023_TX_3_validation,,,
217,217,FOODS_1_023_WI_1_validation,11412.0,7.045633802816902,1398121200.0
218,218,FOODS_1_023_WI_2_validation,11417.0,7.022067307692312,1401145200.0
219,219,FOODS_1_023_WI_3_validation,11412.0,7.0441784037558675,1398121200.0
220,220,FOODS_1_024_CA_1_validation,11347.0,4.7054255319148774,1387234800.0
221,221,FOODS_1_024_CA_2_validation,11347.0,4.7054255319148774,1387234800.0
222,222,FOODS_1_024_CA_3_validation,11347.0,4.704999999999983,1387234800.0
223,223,FOODS_1_024_CA_4_validation,11347.0,4.7054255319148774,1387234800.0
224,224,FOODS_1_024_TX_1_validation,11347.0,4.6893262411347365,1387234800.0
225,225,FOODS_1_024_TX_2_validation,11347.0,4.704999999999983,1387234800.0
226,226,FOODS_1_024_TX_3_validation,11347.0,4.693971631205657,1387234800.0
227,227,FOODS_1_024_WI_1_validation,11347.0,4.708156028368777,1387234800.0
228,228,FOODS_1_024_WI_2_validation,11347.0,4.7455319148936,1387234800.0
229,229,FOODS_1_024_WI_3_validation,11347.0,4.704999999999983,1387234800.0
230,230,FOODS_1_025_CA_1_validation,11438.0,4.1094117647058725,1413846000.0
231,231,FOODS_1_025_CA_2_validation,11440.0,4.113027027027017,1415055600.0
232,232,FOODS_1_025_CA_3_validation,11439.0,4.1103225806451515,1414450800.0
233,233,FOODS_1_025_CA_4_validation,11438.0,4.1111764705882266,1413846000.0
234,234,FOODS_1_025_TX_1_validation,11440.0,4.113027027027017,1415055600.0
235,235,FOODS_1_025_TX_2_validation,11440.0,4.102540540540529,1415055600.0
236,236,FOODS_1_025_TX_3_validation,11441.0,4.089293478260859,1415660400.0
237,237,FOODS_1_025_WI_1_validation,11438.0,4.1094117647058725,1413846000.0
238,238,FOODS_1_025_WI_2_validation,11447.0,4.1179775280898765,1419289200.0
239,239,FOODS_1_025_WI_3_validation,11448.0,4.077966101694907,1419894000.0
240,240,FOODS_1_026_CA_1_validation,,,
241,241,FOODS_1_026_CA_2_validation,11347.0,6.9317730496454075,1387234800.0
242,242,FOODS_1_026_CA_3_validation,11347.0,6.795602836879448,1387234800.0
243,243,FOODS_1_026_CA_4_validation,11347.0,6.933900709219872,1387234800.0
244,244,FOODS_1_026_TX_1_validation,11347.0,6.933900709219872,1387234800.0
245,245,FOODS_1_026_TX_2_validation,11347.0,6.933191489361718,1387234800.0
246,246,FOODS_1_026_TX_3_validation,11347.0,6.9317730496454075,1387234800.0
247,247,FOODS_1_026_WI_1_validation,11347.0,6.9317730496454075,1387234800.0
248,248,FOODS_1_026_WI_2_validation,11347.0,6.938865248226968,1387234800.0
249,249,FOODS_1_026_WI_3_validation,11347.0,6.929645390070938,1387234800.0
250,250,FOODS_1_027_CA_1_validation,11434.0,1.8657591623036611,1411426800.0
251,251,FOODS_1_027_CA_2_validation,11434.0,1.8657591623036611,1411426800.0
252,252,FOODS_1_027_CA_3_validation,11434.0,1.8657591623036611,1411426800.0
253,253,FOODS_1_027_CA_4_validation,11452.0,1.8762790697674403,1422313200.0
254,254,FOODS_1_027_TX_1_validation,11434.0,1.8657591623036611,1411426800.0
255,255,FOODS_1_027_TX_2_validation,11435.0,1.8621052631578916,1412031600.0
256,256,FOODS_1_027_TX_3_validation,11434.0,1.8657591623036611,1411426800.0
257,257,FOODS_1_027_WI_1_validation,11434.0,1.8667015706806251,1411426800.0
258,258,FOODS_1_027_WI_2_validation,11434.0,1.8667015706806251,1411426800.0
259,259,FOODS_1_027_WI_3_validation,11434.0,1.8657591623036611,1411426800.0
260,260,FOODS_1_028_CA_1_validation,,,
261,261,FOODS_1_028_CA_2_validation,,,
262,262,FOODS_1_028_CA_3_validation,,,
263,263,FOODS_1_028_CA_4_validation,,,
264,264,FOODS_1_028_TX_1_validation,,,
265,265,FOODS_1_028_TX_2_validation,,,
266,266,FOODS_1_028_TX_3_validation,,,
267,267,FOODS_1_028_WI_1_validation,,,
268,268,FOODS_1_028_WI_2_validation,,,
269,269,FOODS_1_028_WI_3_validation,,,
270,270,FOODS_1_029_CA_1_validation,,,
271,271,FOODS_1_029_CA_2_validation,,,
272,272,FOODS_1_029_CA_3_validation,,,
273,273,FOODS_1_029_CA_4_validation,,,
274,274,FOODS_1_029_TX_1_validation,,,
275,275,FOODS_1_029_TX_2_validation,,,
276,276,FOODS_1_029_TX_3_validation,,,
277,277,FOODS_1_029_WI_1_validation,,,
278,278,FOODS_1_029_WI_2_validation,,,
279,279,FOODS_1_029_WI_3_validation,,,
280,280,FOODS_1_030_CA_1_validation,11348.0,3.19238434163702,1387839600.0
281,281,FOODS_1_030_CA_2_validation,11347.0,3.1989716312056835,1387234800.0
282,282,FOODS_1_030_CA_3_validation,11347.0,3.0904609929078073,1387234800.0
283,283,FOODS_1_030_CA_4_validation,11352.0,3.2108303249097574,1390258800.0
284,284,FOODS_1_030_TX_1_validation,,,
285,285,FOODS_1_030_TX_2_validation,,,
286,286,FOODS_1_030_TX_3_validation,11347.0,3.2038652482269607,1387234800.0
287,287,FOODS_1_030_WI_1_validation,,,
288,288,FOODS_1_030_WI_2_validation,,,
289,289,FOODS_1_030_WI_3_validation,,,
290,290,FOODS_1_031_CA_1_validation,,,
291,291,FOODS_1_031_CA_2_validation,11347.0,3.347730496453878,1387234800.0
292,292,FOODS_1_031_CA_3_validation,11347.0,3.2964539007091997,1387234800.0
293,293,FOODS_1_031_CA_4_validation,11347.0,3.347730496453878,1387234800.0
294,294,FOODS_1_031_TX_1_validation,11347.0,3.3480141843971407,1387234800.0
295,295,FOODS_1_031_TX_2_validation,11347.0,3.3489361702127445,1387234800.0
296,296,FOODS_1_031_TX_3_validation,11347.0,3.345319148936148,1387234800.0
297,297,FOODS_1_031_WI_1_validation,11347.0,3.3489361702127445,1387234800.0
298,298,FOODS_1_031_WI_2_validation,11347.0,3.3660992907801197,1387234800.0
299,299,FOODS_1_031_WI_3_validation,11347.0,3.3443971631205462,1387234800.0
300,300,FOODS_1_032_CA_1_validation,11347.0,0.9813475177304936,1387234800.0
301,301,FOODS_1_032_CA_2_validation,11347.0,0.9813475177304936,1387234800.0
302,302,FOODS_1_032_CA_3_validation,11347.0,0.9813475177304936,1387234800.0
303,303,FOODS_1_032_CA_4_validation,11347.0,0.9813475177304936,1387234800.0
304,304,FOODS_1_032_TX_1_validation,11347.0,0.9660283687943236,1387234800.0
305,305,FOODS_1_032_TX_2_validation,11347.0,0.9533333333333311,1387234800.0
306,306,FOODS_1_032_TX_3_validation,11347.0,0.96801418439716,1387234800.0
307,307,FOODS_1_032_WI_1_validation,11347.0,0.9813475177304936,1387234800.0
308,308,FOODS_1_032_WI_2_validation,11347.0,0.9813475177304936,1387234800.0
309,309,FOODS_1_032_WI_3_validation,11347.0,0.9814184397163094,1387234800.0
310,310,FOODS_1_033_CA_1_validation,11415.0,5.386952380952381,1399935600.0
311,311,FOODS_1_033_CA_2_validation,11415.0,5.399952380952383,1399935600.0
312,312,FOODS_1_033_CA_3_validation,11415.0,5.399095238095239,1399935600.0
313,313,FOODS_1_033_CA_4_validation,11414.0,5.402464454976305,1399330800.0
314,314,FOODS_1_033_TX_1_validation,11417.0,6.0165384615384605,1401145200.0
315,315,FOODS_1_033_TX_2_validation,11420.0,6.019609756097567,1402959600.0
316,316,FOODS_1_033_TX_3_validation,11414.0,6.02227488151659,1399330800.0
317,317,FOODS_1_033_WI_1_validation,11415.0,7.014857142857145,1399935600.0
318,318,FOODS_1_033_WI_2_validation,11417.0,7.015721153846158,1401145200.0
319,319,FOODS_1_033_WI_3_validation,11414.0,7.109763033175353,1399330800.0
320,320,FOODS_1_034_CA_1_validation,,,
321,321,FOODS_1_034_CA_2_validation,,,
322,322,FOODS_1_034_CA_3_validation,,,
323,323,FOODS_1_034_CA_4_validation,,,
324,324,FOODS_1_034_TX_1_validation,,,
325,325,FOODS_1_034_TX_2_validation,,,
326,326,FOODS_1_034_TX_3_validation,,,
327,327,FOODS_1_034_WI_1_validation,,,
328,328,FOODS_1_034_WI_2_validation,,,
329,329,FOODS_1_034_WI_3_validation,,,
330,330,FOODS_1_035_CA_1_validation,11347.0,2.5202482269503466,1387234800.0
331,331,FOODS_1_035_CA_2_validation,,,
332,332,FOODS_1_035_CA_3_validation,11347.0,2.4461347517730445,1387234800.0
333,333,FOODS_1_035_CA_4_validation,11347.0,2.5211347517730407,1387234800.0
334,334,FOODS_1_035_TX_1_validation,11348.0,2.5203914590747254,1387839600.0
335,335,FOODS_1_035_TX_2_validation,11347.0,2.518120567375878,1387234800.0
336,336,FOODS_1_035_TX_3_validation,,,
337,337,FOODS_1_035_WI_1_validation,,,
338,338,FOODS_1_035_WI_2_validation,11347.0,2.517978723404247,1387234800.0
339,339,FOODS_1_035_WI_3_validation,11353.0,2.5265454545454467,1390863600.0
340,340,FOODS_1_036_CA_1_validation,11347.0,1.7561702127659446,1387234800.0
341,341,FOODS_1_036_CA_2_validation,,,
342,342,FOODS_1_036_CA_3_validation,11347.0,1.7457446808510508,1387234800.0
343,343,FOODS_1_036_CA_4_validation,11347.0,1.7556737588652356,1387234800.0
344,344,FOODS_1_036_TX_1_validation,11347.0,1.7556737588652356,1387234800.0
345,345,FOODS_1_036_TX_2_validation,11347.0,1.7556737588652356,1387234800.0
346,346,FOODS_1_036_TX_3_validation,11347.0,1.7556737588652356,1387234800.0
347,347,FOODS_1_036_WI_1_validation,11347.0,1.7551773049645265,1387234800.0
348,348,FOODS_1_036_WI_2_validation,11347.0,1.7546808510638172,1387234800.0
349,349,FOODS_1_036_WI_3_validation,11349.0,1.7544999999999875,1388444400.0
350,350,FOODS_1_037_CA_1_validation,11348.0,3.2259074733096185,1387839600.0
351,351,FOODS_1_037_CA_2_validation,,,
352,352,FOODS_1_037_CA_3_validation,11347.0,3.1298936170212843,1387234800.0
353,353,FOODS_1_037_CA_4_validation,11351.0,3.2304676258992906,1389654000.0
354,354,FOODS_1_037_TX_1_validation,,,
355,355,FOODS_1_037_TX_2_validation,,,
356,356,FOODS_1_037_TX_3_validation,11347.0,3.2184042553191583,1387234800.0
357,357,FOODS_1_037_WI_1_validation,,,
358,358,FOODS_1_037_WI_2_validation,11347.0,3.2011347517730604,1387234800.0
359,359,FOODS_1_037_WI_3_validation,,,
360,360,FOODS_1_038_CA_1_validation,11348.0,9.200000000000024,1387839600.0
361,361,FOODS_1_038_CA_2_validation,11347.0,9.18840425531917,1387234800.0
362,362,FOODS_1_038_CA_3_validation,11347.0,9.15294326241137,1387234800.0
363,363,FOODS_1_038_CA_4_validation,,,
364,364,FOODS_1_038_TX_1_validation,11348.0,9.15409252669041,1387839600.0
365,365,FOODS_1_038_TX_2_validation,11347.0,9.188546099290802,1387234800.0
366,366,FOODS_1_038_TX_3_validation,11348.0,9.1928825622776,1387839600.0
367,367,FOODS_1_038_WI_1_validation,11347.0,9.195531914893637,1387234800.0
368,368,FOODS_1_038_WI_2_validation,11348.0,9.277224199288279,1387839600.0
369,369,FOODS_1_038_WI_3_validation,11349.0,9.197250000000023,1388444400.0
370,370,FOODS_1_039_CA_1_validation,11419.0,2.4800000000000066,1402354800.0
371,371,FOODS_1_039_CA_2_validation,11420.0,2.4800000000000066,1402959600.0
372,372,FOODS_1_039_CA_3_validation,11419.0,2.4800000000000066,1402354800.0
373,373,FOODS_1_039_CA_4_validation,11452.0,2.4800000000000044,1422313200.0
374,374,FOODS_1_039_TX_1_validation,11420.0,2.4668292682926887,1402959600.0
375,375,FOODS_1_039_TX_2_validation,11420.0,2.4800000000000066,1402959600.0
376,376,FOODS_1_039_TX_3_validation,11422.0,2.4800000000000066,1404169200.0
377,377,FOODS_1_039_WI_1_validation,11420.0,2.4800000000000066,1402959600.0
