,id,wm_yr_wk,sell_price
80,FOODS_1_010_CA_1_validation,11412,5.374460093896715
81,FOODS_1_010_CA_2_validation,11371,5.488124999999998
82,FOODS_1_010_CA_3_validation,11371,5.563984375000007
83,FOODS_1_010_CA_4_validation,11371,5.498046874999996
84,FOODS_1_010_TX_1_validation,11359,6.012453531598507
85,FOODS_1_010_TX_2_validation,11364,5.944621212121203
86,FOODS_1_010_TX_3_validation,11359,5.950594795539033
87,FOODS_1_010_WI_1_validation,11417,6.9725
88,FOODS_1_010_WI_2_validation,11417,6.973605769230774
89,FOODS_1_010_WI_3_validation,11458,7.00789156626506
90,FOODS_1_011_CA_1_validation,11347,2.5209574468085023
91,FOODS_1_011_CA_2_validation,11355,2.529816849816842
92,FOODS_1_011_CA_3_validation,11347,2.481950354609923
93,FOODS_1_011_CA_4_validation,11347,2.5218439716311973
94,FOODS_1_011_TX_1_validation,11347,2.5172695035460912
95,FOODS_1_011_TX_2_validation,11347,2.5195390070921904
96,FOODS_1_011_TX_3_validation,11349,2.5221428571428492
97,FOODS_1_011_WI_1_validation,11355,2.529816849816842
98,FOODS_1_011_WI_2_validation,11347,2.520248226950346
99,FOODS_1_011_WI_3_validation,11347,2.5161702127659495
100,FOODS_1_012_CA_1_validation,11371,5.502773437500007
101,FOODS_1_012_CA_2_validation,11371,5.504375000000008
102,FOODS_1_012_CA_3_validation,11371,5.504101562500008
103,FOODS_1_012_CA_4_validation,11371,5.503359375000008
104,FOODS_1_012_TX_1_validation,11359,5.965130111524158
105,FOODS_1_012_TX_2_validation,11359,5.964684014869883
106,FOODS_1_012_TX_3_validation,11359,5.964312267657988
107,FOODS_1_012_WI_1_validation,11371,7.231992187499992
108,FOODS_1_012_WI_2_validation,11371,7.236562499999994
109,FOODS_1_012_WI_3_validation,11371,7.23046874999999
110,FOODS_1_013_CA_1_validation,11347,1.471595744680849
111,FOODS_1_013_CA_2_validation,11347,1.470709219858154
112,FOODS_1_013_CA_3_validation,11347,1.4668439716312038
113,FOODS_1_013_CA_4_validation,11402,1.488622222222221
114,FOODS_1_013_TX_1_validation,11348,1.471530249110318
115,FOODS_1_013_TX_2_validation,11347,1.4714539007092178
116,FOODS_1_013_TX_3_validation,11347,1.4681205673758844
117,FOODS_1_013_WI_1_validation,11347,1.4715248226950333
118,FOODS_1_013_WI_2_validation,11347,1.4714539007092178
119,FOODS_1_013_WI_3_validation,11347,1.468936170212764
120,FOODS_1_014_CA_1_validation,11461,0.9799999999999991
121,FOODS_1_014_CA_2_validation,11461,0.9799999999999991
122,FOODS_1_014_CA_3_validation,11461,0.9799999999999991
123,FOODS_1_014_CA_4_validation,11503,0.980000000000001
124,FOODS_1_014_TX_1_validation,11418,0.9799999999999971
125,FOODS_1_014_TX_2_validation,11417,0.979999999999997
126,FOODS_1_014_TX_3_validation,11418,0.9799999999999971
127,FOODS_1_014_WI_1_validation,11420,0.9799999999999971
128,FOODS_1_014_WI_2_validation,11421,0.9799999999999972
129,FOODS_1_014_WI_3_validation,11420,0.9799999999999971
130,FOODS_1_015_CA_1_validation,11349,3.207071428571439
131,FOODS_1_015_CA_2_validation,11356,3.1591544117647157
132,FOODS_1_015_CA_3_validation,11357,3.025202952029523
133,FOODS_1_015_CA_4_validation,11356,3.2186397058823633
134,FOODS_1_015_TX_1_validation,11357,3.1922140221402304
135,FOODS_1_015_TX_2_validation,11356,3.2096323529411865
136,FOODS_1_015_TX_3_validation,11359,3.2247955390334675
137,FOODS_1_015_WI_1_validation,11356,3.1978676470588336
138,FOODS_1_015_WI_2_validation,11355,3.234981684981695
139,FOODS_1_015_WI_3_validation,11356,3.208933823529422
140,FOODS_1_016_CA_1_validation,11347,2.074113475177304
141,FOODS_1_016_CA_2_validation,11347,2.074042553191488
142,FOODS_1_016_CA_3_validation,11347,2.074113475177304
143,FOODS_1_016_CA_4_validation,11357,2.078745387453872
144,FOODS_1_016_TX_1_validation,11347,2.074113475177304
145,FOODS_1_016_TX_2_validation,11359,2.079628252788102
146,FOODS_1_016_TX_3_validation,11347,2.073191489361701
147,FOODS_1_016_WI_1_validation,11347,2.074113475177304
148,FOODS_1_016_WI_2_validation,11347,2.074113475177304
149,FOODS_1_016_WI_3_validation,11347,2.0692198581560275
150,FOODS_1_017_CA_1_validation,11403,2.360446428571432
151,FOODS_1_017_CA_2_validation,11402,2.3623555555555593
152,FOODS_1_017_CA_3_validation,11403,2.284821428571434
153,FOODS_1_017_CA_4_validation,11403,2.365625000000004
154,FOODS_1_017_TX_1_validation,11403,2.3310267857142897
155,FOODS_1_017_TX_2_validation,11403,2.3120089285714323
156,FOODS_1_017_TX_3_validation,11404,2.3145945945945985
157,FOODS_1_017_WI_1_validation,11403,2.360446428571432
158,FOODS_1_017_WI_2_validation,11403,2.463125000000008
159,FOODS_1_017_WI_3_validation,11403,2.3756053811659235
160,FOODS_1_018_CA_1_validation,11347,0.9813475177304937
161,FOODS_1_018_CA_2_validation,11347,0.981489361702125
162,FOODS_1_018_CA_3_validation,11347,0.9813475177304937
163,FOODS_1_018_CA_4_validation,11347,0.9813475177304937
164,FOODS_1_018_TX_1_validation,11347,0.9660283687943235
165,FOODS_1_018_TX_2_validation,11347,0.9450354609929056
166,FOODS_1_018_TX_3_validation,11347,0.9660283687943235
167,FOODS_1_018_WI_1_validation,11347,0.9813475177304937
168,FOODS_1_018_WI_2_validation,11347,0.9813475177304937
169,FOODS_1_018_WI_3_validation,11347,0.9814184397163094
170,FOODS_1_019_CA_1_validation,11347,1.0474113475177376
171,FOODS_1_019_CA_2_validation,11347,1.0470212765957516
172,FOODS_1_019_CA_3_validation,11347,1.0032978723404238
173,FOODS_1_019_CA_4_validation,11347,1.0474113475177376
174,FOODS_1_019_TX_1_validation,11347,1.0478014184397233
175,FOODS_1_019_TX_2_validation,11347,1.0474113475177376
176,FOODS_1_019_TX_3_validation,11347,1.0470212765957516
177,FOODS_1_019_WI_1_validation,11347,0.9853191489361699
178,FOODS_1_019_WI_2_validation,11347,0.9849290780141842
179,FOODS_1_019_WI_3_validation,11347,0.9867375886524821
180,FOODS_1_020_CA_1_validation,11347,2.6551063829787114
181,FOODS_1_020_CA_2_validation,11347,2.654468085106371
182,FOODS_1_020_CA_3_validation,11347,2.580283687943255
183,FOODS_1_020_CA_4_validation,11347,2.654468085106371
184,FOODS_1_020_TX_1_validation,11347,2.6460992907801297
185,FOODS_1_020_TX_2_validation,11347,2.654468085106371
186,FOODS_1_020_TX_3_validation,11347,2.651985815602825
187,FOODS_1_020_WI_1_validation,11347,2.654468085106371
188,FOODS_1_020_WI_2_validation,11347,2.663404255319137
189,FOODS_1_020_WI_3_validation,11347,2.654468085106371
190,FOODS_1_021_CA_1_validation,11451,0.9799999999999984
191,FOODS_1_021_CA_2_validation,11450,0.9799999999999984
192,FOODS_1_021_CA_3_validation,11451,0.9799999999999984
193,FOODS_1_021_CA_4_validation,11451,0.9799999999999984
194,FOODS_1_021_TX_1_validation,11449,0.9638636363636358
195,FOODS_1_021_TX_2_validation,11449,0.9640909090909087
196,FOODS_1_021_TX_3_validation,11453,0.9636257309941514
197,FOODS_1_021_WI_1_validation,11449,0.9799999999999983
198,FOODS_1_021_WI_2_validation,11449,0.9799999999999983
199,FOODS_1_021_WI_3_validation,11450,0.9799999999999984
200,FOODS_1_022_CA_1_validation,11467,4.60711538461539
201,FOODS_1_022_CA_2_validation,11412,4.744835680751166
202,FOODS_1_022_CA_3_validation,11467,4.615128205128212
203,FOODS_1_022_CA_4_validation,11468,4.613096774193554
204,FOODS_1_022_TX_1_validation,11429,5.357653061224479
205,FOODS_1_022_TX_2_validation,11429,5.358622448979582
206,FOODS_1_022_TX_3_validation,11429,5.354030612244887
207,FOODS_1_022_WI_1_validation,11467,6.2433974358974345
208,FOODS_1_022_WI_2_validation,11468,6.234090909090908
209,FOODS_1_022_WI_3_validation,11467,6.231217948717945
210,FOODS_1_023_CA_1_validation,11371,5.501015625
211,FOODS_1_023_CA_2_validation,11371,5.503828125000008
212,FOODS_1_023_CA_3_validation,11371,5.5671093750000065
213,FOODS_1_023_CA_4_validation,11371,5.503593750000007
214,FOODS_1_023_TX_1_validation,11359,5.965576208178433
215,FOODS_1_023_TX_2_validation,11359,5.964460966542746
216,FOODS_1_023_TX_3_validation,11366,5.951839080459766
217,FOODS_1_023_WI_1_validation,11412,7.045633802816902
218,FOODS_1_023_WI_2_validation,11417,7.022067307692314
219,FOODS_1_023_WI_3_validation,11412,7.0441784037558675
220,FOODS_1_024_CA_1_validation,11347,4.7054255319148774
221,FOODS_1_024_CA_2_validation,11347,4.7054255319148774
222,FOODS_1_024_CA_3_validation,11347,4.704999999999984
223,FOODS_1_024_CA_4_validation,11347,4.7054255319148774
224,FOODS_1_024_TX_1_validation,11347,4.689326241134736
225,FOODS_1_024_TX_2_validation,11347,4.704999999999984
226,FOODS_1_024_TX_3_validation,11347,4.693971631205658
227,FOODS_1_024_WI_1_validation,11347,4.708156028368778
228,FOODS_1_024_WI_2_validation,11347,4.7455319148936
229,FOODS_1_024_WI_3_validation,11347,4.704999999999984
230,FOODS_1_025_CA_1_validation,11438,4.1094117647058725
231,FOODS_1_025_CA_2_validation,11440,4.113027027027017
232,FOODS_1_025_CA_3_validation,11439,4.1103225806451515
233,FOODS_1_025_CA_4_validation,11438,4.111176470588226
234,FOODS_1_025_TX_1_validation,11440,4.113027027027017
235,FOODS_1_025_TX_2_validation,11440,4.10254054054053
236,FOODS_1_025_TX_3_validation,11441,4.089293478260859
237,FOODS_1_025_WI_1_validation,11438,4.1094117647058725
238,FOODS_1_025_WI_2_validation,11447,4.117977528089877
239,FOODS_1_025_WI_3_validation,11448,4.077966101694907
240,FOODS_1_026_CA_1_validation,11356,6.954264705882368
241,FOODS_1_026_CA_2_validation,11347,6.931773049645406
242,FOODS_1_026_CA_3_validation,11347,6.795602836879447
243,FOODS_1_026_CA_4_validation,11347,6.9339007092198734
244,FOODS_1_026_TX_1_validation,11347,6.9339007092198734
245,FOODS_1_026_TX_2_validation,11347,6.933191489361717
246,FOODS_1_026_TX_3_validation,11347,6.931773049645406
247,FOODS_1_026_WI_1_validation,11347,6.931773049645406
248,FOODS_1_026_WI_2_validation,11347,6.938865248226966
249,FOODS_1_026_WI_3_validation,11347,6.929645390070937
250,FOODS_1_027_CA_1_validation,11434,1.8657591623036613
251,FOODS_1_027_CA_2_validation,11434,1.8657591623036613
252,FOODS_1_027_CA_3_validation,11434,1.8657591623036613
253,FOODS_1_027_CA_4_validation,11452,1.8762790697674407
254,FOODS_1_027_TX_1_validation,11434,1.8657591623036613
255,FOODS_1_027_TX_2_validation,11435,1.8621052631578916
256,FOODS_1_027_TX_3_validation,11434,1.8657591623036613
257,FOODS_1_027_WI_1_validation,11434,1.8667015706806247
258,FOODS_1_027_WI_2_validation,11434,1.8667015706806247
259,FOODS_1_027_WI_3_validation,11434,1.8657591623036613
260,FOODS_1_028_CA_1_validation,11458,2.8643373493975983
261,FOODS_1_028_CA_2_validation,11458,2.849333333333341
262,FOODS_1_028_CA_3_validation,11458,2.7501204819277167
263,FOODS_1_028_CA_4_validation,11458,2.8575757575757654
264,FOODS_1_028_TX_1_validation,11458,2.856969696969705
265,FOODS_1_028_TX_2_validation,11459,2.8610975609756175
266,FOODS_1_028_TX_3_validation,11459,2.858170731707325
267,FOODS_1_028_WI_1_validation,11458,2.557575757575762
268,FOODS_1_028_WI_2_validation,11458,2.560120481927716
269,FOODS_1_028_WI_3_validation,11459,2.5562195121951263
270,FOODS_1_029_CA_1_validation,11355,4.035347985347987
271,FOODS_1_029_CA_2_validation,11354,4.025109489051097
272,FOODS_1_029_CA_3_validation,11356,4.038125000000001
273,FOODS_1_029_CA_4_validation,11555,4.270000000000001
274,FOODS_1_029_TX_1_validation,11357,4.014760147601478
275,FOODS_1_029_TX_2_validation,11355,4.032564102564105
276,FOODS_1_029_TX_3_validation,11356,3.4713970588235235
277,FOODS_1_029_WI_1_validation,11356,4.0069485294117735
278,FOODS_1_029_WI_2_validation,11355,4.014615384615394
279,FOODS_1_029_WI_3_validation,11355,4.003846153846158
280,FOODS_1_030_CA_1_validation,11348,3.1923843416370206
281,FOODS_1_030_CA_2_validation,11347,3.198971631205684
282,FOODS_1_030_CA_3_validation,11347,3.0904609929078073
283,FOODS_1_030_CA_4_validation,11352,3.2108303249097574
284,FOODS_1_030_TX_1_validation,11356,3.182904411764716
285,FOODS_1_030_TX_2_validation,11356,3.2079779411764804
286,FOODS_1_030_TX_3_validation,11347,3.2038652482269603
287,FOODS_1_030_WI_1_validation,11356,3.202279411764716
288,FOODS_1_030_WI_2_validation,11356,3.2131985294117738
289,FOODS_1_030_WI_3_validation,11358,3.204814814814825
290,FOODS_1_031_CA_1_validation,11363,3.374188679245261
291,FOODS_1_031_CA_2_validation,11347,3.3477304964538783
292,FOODS_1_031_CA_3_validation,11347,3.2964539007092006
293,FOODS_1_031_CA_4_validation,11347,3.3477304964538783
294,FOODS_1_031_TX_1_validation,11347,3.3480141843971407
295,FOODS_1_031_TX_2_validation,11347,3.3489361702127436
296,FOODS_1_031_TX_3_validation,11347,3.3453191489361482
297,FOODS_1_031_WI_1_validation,11347,3.3489361702127436
298,FOODS_1_031_WI_2_validation,11347,3.3660992907801193
299,FOODS_1_031_WI_3_validation,11347,3.3443971631205454
300,FOODS_1_032_CA_1_validation,11347,0.9813475177304937
301,FOODS_1_032_CA_2_validation,11347,0.9813475177304937
302,FOODS_1_032_CA_3_validation,11347,0.9813475177304937
303,FOODS_1_032_CA_4_validation,11347,0.9813475177304937
304,FOODS_1_032_TX_1_validation,11347,0.9660283687943235
305,FOODS_1_032_TX_2_validation,11347,0.9533333333333313
306,FOODS_1_032_TX_3_validation,11347,0.9680141843971599
307,FOODS_1_032_WI_1_validation,11347,0.9813475177304937
308,FOODS_1_032_WI_2_validation,11347,0.9813475177304937
309,FOODS_1_032_WI_3_validation,11347,0.9814184397163094
310,FOODS_1_033_CA_1_validation,11415,5.386952380952382
311,FOODS_1_033_CA_2_validation,11415,5.399952380952382
312,FOODS_1_033_CA_3_validation,11415,5.399095238095239
313,FOODS_1_033_CA_4_validation,11414,5.402464454976305
314,FOODS_1_033_TX_1_validation,11417,6.01653846153846
315,FOODS_1_033_TX_2_validation,11420,6.019609756097568
316,FOODS_1_033_TX_3_validation,11414,6.022274881516591
317,FOODS_1_033_WI_1_validation,11415,7.014857142857145
318,FOODS_1_033_WI_2_validation,11417,7.015721153846156
319,FOODS_1_033_WI_3_validation,11414,7.109763033175351
320,FOODS_1_034_CA_1_validation,11356,5.509889705882376
321,FOODS_1_034_CA_2_validation,11357,5.514797047970504
322,FOODS_1_034_CA_3_validation,11357,5.514797047970504
323,FOODS_1_034_CA_4_validation,11359,5.500334572490727
324,FOODS_1_034_TX_1_validation,11371,6.054765624999978
325,FOODS_1_034_TX_2_validation,11357,6.066826568265658
326,FOODS_1_034_TX_3_validation,11356,6.063897058823507
327,FOODS_1_034_WI_1_validation,11357,8.041955719557187
328,FOODS_1_034_WI_2_validation,11357,8.054575645756465
329,FOODS_1_034_WI_3_validation,11362,8.10015037593986
330,FOODS_1_035_CA_1_validation,11347,2.520248226950346
331,FOODS_1_035_CA_2_validation,11354,2.5289051094890436
332,FOODS_1_035_CA_3_validation,11347,2.4461347517730445
333,FOODS_1_035_CA_4_validation,11347,2.521134751773041
334,FOODS_1_035_TX_1_validation,11348,2.520391459074725
335,FOODS_1_035_TX_2_validation,11347,2.5181205673758784
336,FOODS_1_035_TX_3_validation,11355,2.528351648351641
337,FOODS_1_035_WI_1_validation,11355,2.5305494505494432
338,FOODS_1_035_WI_2_validation,11347,2.5179787234042474
339,FOODS_1_035_WI_3_validation,11353,2.526545454545447
340,FOODS_1_036_CA_1_validation,11347,1.7561702127659449
341,FOODS_1_036_CA_2_validation,11355,1.7641025641025518
342,FOODS_1_036_CA_3_validation,11347,1.7457446808510513
343,FOODS_1_036_CA_4_validation,11347,1.7556737588652356
344,FOODS_1_036_TX_1_validation,11347,1.7556737588652356
345,FOODS_1_036_TX_2_validation,11347,1.7556737588652356
346,FOODS_1_036_TX_3_validation,11347,1.7556737588652356
347,FOODS_1_036_WI_1_validation,11347,1.7551773049645265
348,FOODS_1_036_WI_2_validation,11347,1.7546808510638172
349,FOODS_1_036_WI_3_validation,11349,1.7544999999999875
350,FOODS_1_037_CA_1_validation,11348,3.2259074733096185
351,FOODS_1_037_CA_2_validation,11354,3.2294890510949004
352,FOODS_1_037_CA_3_validation,11347,3.129893617021284
353,FOODS_1_037_CA_4_validation,11351,3.2304676258992906
354,FOODS_1_037_TX_1_validation,11357,3.2269003690037
355,FOODS_1_037_TX_2_validation,11357,3.220442804428054
356,FOODS_1_037_TX_3_validation,11347,3.2184042553191587
357,FOODS_1_037_WI_1_validation,11356,3.187610294117657
358,FOODS_1_037_WI_2_validation,11347,3.2011347517730595
359,FOODS_1_037_WI_3_validation,11357,3.2227306273062832
360,FOODS_1_038_CA_1_validation,11348,9.200000000000022
361,FOODS_1_038_CA_2_validation,11347,9.18840425531917
362,FOODS_1_038_CA_3_validation,11347,9.15294326241137
363,FOODS_1_038_CA_4_validation,11357,9.237822878228803
364,FOODS_1_038_TX_1_validation,11348,9.154092526690413
365,FOODS_1_038_TX_2_validation,11347,9.188546099290802
366,FOODS_1_038_TX_3_validation,11348,9.192882562277601
367,FOODS_1_038_WI_1_validation,11347,9.195531914893639
368,FOODS_1_038_WI_2_validation,11348,9.277224199288277
369,FOODS_1_038_WI_3_validation,11349,9.197250000000022
370,FOODS_1_039_CA_1_validation,11419,2.480000000000007
371,FOODS_1_039_CA_2_validation,11420,2.4800000000000066
372,FOODS_1_039_CA_3_validation,11419,2.480000000000007
373,FOODS_1_039_CA_4_validation,11452,2.4800000000000044
374,FOODS_1_039_TX_1_validation,11420,2.466829268292689
375,FOODS_1_039_TX_2_validation,11420,2.4800000000000066
376,FOODS_1_039_TX_3_validation,11422,2.4800000000000066
377,FOODS_1_039_WI_1_validation,11420,2.4800000000000066
378,FOODS_1_039_WI_2_validation,11424,2.4800000000000066
379,FOODS_1_039_WI_3_validation,11429,2.480000000000006
380,FOODS_1_040_CA_1_validation,11347,1.8356382978723262
381,FOODS_1_040_CA_2_validation,11347,1.8348936170212622
382,FOODS_1_040_CA_3_validation,11347,1.8131205673758743
383,FOODS_1_040_CA_4_validation,11347,1.8356382978723262
384,FOODS_1_040_TX_1_validation,11347,1.8314539007092054
385,FOODS_1_040_TX_2_validation,11347,1.8342198581560143
386,FOODS_1_040_TX_3_validation,11347,1.8348936170212622
387,FOODS_1_040_WI_1_validation,11347,1.8348936170212622
388,FOODS_1_040_WI_2_validation,11347,1.8342198581560143
389,FOODS_1_040_WI_3_validation,11349,1.8416071428571286
390,FOODS_1_041_CA_1_validation,11347,2.232553191489368
391,FOODS_1_041_CA_2_validation,11347,2.2308510638297943
392,FOODS_1_041_CA_3_validation,11347,2.160141843971636
393,FOODS_1_041_CA_4_validation,11347,2.2317021276595814
394,FOODS_1_041_TX_1_validation,11347,2.0962056737588717
395,FOODS_1_041_TX_2_validation,11347,2.2097517730496516
396,FOODS_1_041_TX_3_validation,11347,2.2246808510638365
397,FOODS_1_041_WI_1_validation,11347,2.231914893617028
398,FOODS_1_041_WI_2_validation,11347,2.238297872340432
399,FOODS_1_041_WI_3_validation,11347,2.231063829787241
400,FOODS_1_042_CA_1_validation,11467,0.9799999999999994
401,FOODS_1_042_CA_2_validation,11467,0.9799999999999994
402,FOODS_1_042_CA_3_validation,11467,0.9799999999999994
403,FOODS_1_042_CA_4_validation,11467,0.9799999999999994
404,FOODS_1_042_TX_1_validation,11417,0.979999999999997
405,FOODS_1_042_TX_2_validation,11417,0.979999999999997
406,FOODS_1_042_TX_3_validation,11417,0.979999999999997
407,FOODS_1_042_WI_1_validation,11419,0.964271844660194
408,FOODS_1_042_WI_2_validation,11417,0.9644230769230767
409,FOODS_1_042_WI_3_validation,11419,0.9644660194174757
410,FOODS_1_043_CA_1_validation,11393,1.8486324786324715
411,FOODS_1_043_CA_2_validation,11394,1.8496995708154436
412,FOODS_1_043_CA_3_validation,11393,1.8270085470085409
413,FOODS_1_043_CA_4_validation,11396,1.8495238095238027
414,FOODS_1_043_TX_1_validation,11392,1.8459574468085036
415,FOODS_1_043_TX_2_validation,11392,1.8471489361702056
416,FOODS_1_043_TX_3_validation,11392,1.8483404255319078
417,FOODS_1_043_WI_1_validation,11395,1.8492241379310275
418,FOODS_1_043_WI_2_validation,11394,1.8477253218884049
419,FOODS_1_043_WI_3_validation,11394,1.8481545064377611
420,FOODS_1_044_CA_1_validation,11347,2.816312056737584
421,FOODS_1_044_CA_2_validation,11347,2.8149645390070877
422,FOODS_1_044_CA_3_validation,11347,2.7195035460992893
423,FOODS_1_044_CA_4_validation,11347,2.816241134751768
424,FOODS_1_044_TX_1_validation,11347,2.815957446808506
425,FOODS_1_044_TX_2_validation,11347,2.8156028368794277
426,FOODS_1_044_TX_3_validation,11347,2.8103191489361654
427,FOODS_1_044_WI_1_validation,11347,2.636879432624114
428,FOODS_1_044_WI_2_validation,11347,2.636879432624114
429,FOODS_1_044_WI_3_validation,11347,2.636879432624114
430,FOODS_1_045_CA_1_validation,11347,1.8342198581560143
431,FOODS_1_045_CA_2_validation,11347,1.8342198581560143
432,FOODS_1_045_CA_3_validation,11347,1.8199999999999872
433,FOODS_1_045_CA_4_validation,11347,1.8356382978723262
434,FOODS_1_045_TX_1_validation,11347,1.8288652482269363
435,FOODS_1_045_TX_2_validation,11347,1.8342198581560143
436,FOODS_1_045_TX_3_validation,11347,1.834964539007078
437,FOODS_1_045_WI_1_validation,11354,1.8370802919707891
438,FOODS_1_045_WI_2_validation,11347,1.8348936170212622
439,FOODS_1_045_WI_3_validation,11347,1.8396099290779997
440,FOODS_1_046_CA_1_validation,11347,0.9812765957446781
441,FOODS_1_046_CA_2_validation,11347,0.9813475177304937
442,FOODS_1_046_CA_3_validation,11347,0.9813475177304937
443,FOODS_1_046_CA_4_validation,11347,0.9813475177304937
444,FOODS_1_046_TX_1_validation,11347,0.9662411347517703
445,FOODS_1_046_TX_2_validation,11347,0.9609929078014158
446,FOODS_1_046_TX_3_validation,11347,0.9660283687943235
447,FOODS_1_046_WI_1_validation,11347,0.9813475177304937
448,FOODS_1_046_WI_2_validation,11347,0.9813475177304937
449,FOODS_1_046_WI_3_validation,11347,0.981489361702125
450,FOODS_1_047_CA_1_validation,11347,3.3489361702127436
451,FOODS_1_047_CA_2_validation,11347,3.3477304964538783
452,FOODS_1_047_CA_3_validation,11347,3.2992907801418245
453,FOODS_1_047_CA_4_validation,11356,3.363014705882331
454,FOODS_1_047_TX_1_validation,11347,3.3489361702127436
455,FOODS_1_047_TX_2_validation,11347,3.3489361702127436
456,FOODS_1_047_TX_3_validation,11347,3.3489361702127436
